1  ,0  
2  ,131
3  ,131
4  ,122
5  ,135
6  ,126
7  ,135
8  ,147
9  ,147
10 ,139
11 ,120
12 ,92 
13 ,74 
14 ,66 
15 ,66 
16 ,76 
17 ,76 
18 ,76 
19 ,78 
20 ,82 
21 ,82 
22 ,100
23 ,100
24 ,104
25 ,106
26 ,106
27 ,102
28 ,118
29 ,96 
30 ,100
31 ,100
32 ,110
33 ,112
34 ,106
35 ,104
36 ,104
37 ,38 
38 ,100
39 ,100
40 ,112
41 ,98 
42 ,98 
43 ,98 
44 ,100
45 ,100
46 ,98 
47 ,104
48 ,98 
49 ,106
50 ,110
51 ,110
52 ,106
53 ,106
54 ,104
55 ,106
56 ,104
57 ,106
58 ,104
59 ,106
60 ,102
61 ,80 
62 ,76 
63 ,80 
64 ,92 
65 ,106
66 ,122
67 ,131
68 ,131
69 ,131
70 ,126
71 ,120
72 ,120
73 ,131
74 ,131
75 ,122
76 ,122
77 ,126
78 ,135
79 ,137
80 ,159
81 ,159
82 ,169
83 ,96 
84 ,94 
85 ,76 
86 ,76 
87 ,76 
88 ,92 
89 ,82 
90 ,82 
91 ,82 
92 ,88 
93 ,90 
94 ,90 
95 ,98 
96 ,100
97 ,98 
98 ,96 
99 ,90 
100,0  
101,137
102,137
103,139
104,137
105,137
106,137
107,145
108,147
109,159
110,151
111,139
112,120
113,88 
114,80 
115,80 
116,84 
117,82 
118,78 
119,82 
120,92 
121,94 
122,102
123,104
124,108
125,108
126,108
127,110
128,118
129,110
130,110
131,110
132,110
133,112
134,112
135,106
136,106
137,108
138,108
139,110
140,114
141,114
142,110
143,108
144,110
145,110
146,110
147,106
148,104
149,106
150,110
151,110
152,110
153,108
154,108
155,106
156,106
157,106
158,106
159,106
160,106
161,98 
162,86 
163,86 
164,92 
165,106
166,129
167,139
168,131
169,131
170,131
171,133
172,135
173,135
174,135
175,133
176,133
177,133
178,137
179,155
180,201
181,203
182,201
183,169
184,110
185,92 
186,92 
187,92 
188,98 
189,94 
190,98 
191,98 
192,100
193,100
194,100
195,100
196,104
197,100
198,96 
199,90 
200,36 
201,137
202,139
203,139
204,137
205,137
206,145
207,149
208,147
209,147
210,147
211,137
212,120
213,88 
214,72 
215,72 
216,82 
217,86 
218,82 
219,82 
220,84 
221,86 
222,98 
223,100
224,108
225,108
226,108
227,110
228,110
229,110
230,110
231,110
232,112
233,112
234,112
235,110
236,108
237,110
238,110
239,114
240,114
241,114
242,114
243,110
244,110
245,108
246,106
247,106
248,104
249,106
250,102
251,114
252,108
253,108
254,108
255,106
256,106
257,106
258,106
259,106
260,106
261,84 
262,86 
263,88 
264,92 
265,92 
266,129
267,133
268,133
269,133
270,133
271,137
272,137
273,137
274,135
275,133
276,133
277,133
278,133
279,135
280,163
281,201
282,201
283,195
284,169
285,92 
286,92 
287,94 
288,98 
289,100
290,102
291,102
292,100
293,100
294,104
295,104
296,104
297,98 
298,76 
299,36 
300,30 
301,137
302,139
303,139
304,139
305,137
306,137
307,145
308,145
309,145
310,145
311,133
312,106
313,82 
314,78 
315,80 
316,80 
317,86 
318,84 
319,86 
320,86 
321,90 
322,98 
323,100
324,102
325,102
326,108
327,108
328,110
329,110
330,112
331,112
332,112
333,112
334,112
335,112
336,110
337,110
338,110
339,114
340,114
341,114
342,110
343,110
344,110
345,106
346,104
347,104
348,110
349,116
350,102
351,114
352,108
353,108
354,108
355,108
356,108
357,108
358,108
359,108
360,106
361,98 
362,90 
363,88 
364,88 
365,90 
366,118
367,129
368,129
369,129
370,141
371,141
372,141
373,137
374,135
375,135
376,133
377,133
378,131
379,129
380,131
381,199
382,199
383,199
384,189
385,92 
386,92 
387,94 
388,98 
389,100
390,100
391,102
392,100
393,102
394,106
395,108
396,100
397,70 
398,48 
399,38 
400,30 
401,137
402,143
403,141
404,139
405,139
406,143
407,145
408,147
409,145
410,141
411,133
412,112
413,76 
414,76 
415,78 
416,78 
417,86 
418,84 
419,86 
420,84 
421,86 
422,90 
423,100
424,100
425,106
426,108
427,108
428,110
429,110
430,112
431,112
432,112
433,112
434,112
435,112
436,110
437,110
438,114
439,114
440,110
441,108
442,108
443,116
444,112
445,104
446,94 
447,94 
448,112
449,116
450,118
451,118
452,112
453,108
454,108
455,108
456,108
457,110
458,108
459,108
460,106
461,98 
462,96 
463,90 
464,90 
465,92 
466,118
467,129
468,131
469,139
470,141
471,141
472,141
473,141
474,137
475,137
476,135
477,133
478,133
479,126
480,126
481,129
482,199
483,207
484,195
485,189
486,92 
487,92 
488,94 
489,100
490,102
491,102
492,102
493,106
494,108
495,110
496,70 
497,40 
498,38 
499,38 
500,34 
501,126
502,141
503,145
504,141
505,145
506,143
507,145
508,145
509,145
510,141
511,139
512,112
513,76 
514,76 
515,82 
516,82 
517,86 
518,76 
519,80 
520,82 
521,90 
522,98 
523,98 
524,100
525,106
526,108
527,108
528,108
529,112
530,112
531,112
532,110
533,110
534,110
535,108
536,108
537,110
538,110
539,110
540,110
541,108
542,108
543,106
544,104
545,100
546,94 
547,94 
548,106
549,108
550,112
551,112
552,112
553,106
554,106
555,108
556,108
557,108
558,108
559,108
560,106
561,100
562,96 
563,90 
564,84 
565,88 
566,116
567,118
568,129
569,139
570,139
571,141
572,139
573,139
574,137
575,137
576,135
577,133
578,133
579,131
580,126
581,126
582,131
583,199
584,207
585,191
586,126
587,92 
588,94 
589,98 
590,100
591,100
592,104
593,106
594,106
595,70 
596,52 
597,38 
598,38 
599,40 
600,38 
601,143
602,145
603,145
604,145
605,145
606,147
607,145
608,145
609,145
610,143
611,141
612,114
613,76 
614,76 
615,76 
616,82 
617,76 
618,76 
619,76 
620,82 
621,90 
622,98 
623,98 
624,108
625,112
626,112
627,112
628,104
629,110
630,106
631,110
632,110
633,110
634,110
635,104
636,104
637,104
638,112
639,110
640,108
641,100
642,104
643,104
644,104
645,100
646,100
647,100
648,102
649,108
650,112
651,110
652,110
653,106
654,108
655,108
656,106
657,106
658,106
659,106
660,102
661,96 
662,94 
663,92 
664,84 
665,92 
666,110
667,124
668,137
669,139
670,139
671,139
672,137
673,137
674,137
675,135
676,135
677,135
678,135
679,133
680,126
681,124
682,126
683,185
684,199
685,199
686,189
687,98 
688,92 
689,92 
690,96 
691,100
692,104
693,102
694,70 
695,52 
696,38 
697,38 
698,38 
699,46 
700,42 
701,126
702,143
703,145
704,149
705,153
706,153
707,149
708,149
709,149
710,145
711,139
712,120
713,84 
714,76 
715,78 
716,86 
717,88 
718,88 
719,82 
720,84 
721,84 
722,98 
723,98 
724,100
725,112
726,106
727,112
728,106
729,110
730,106
731,110
732,108
733,110
734,108
735,108
736,106
737,108
738,110
739,110
740,106
741,106
742,104
743,104
744,104
745,100
746,100
747,100
748,100
749,100
750,106
751,108
752,106
753,106
754,106
755,110
756,106
757,106
758,106
759,104
760,102
761,96 
762,94 
763,98 
764,98 
765,98 
766,110
767,124
768,131
769,137
770,139
771,139
772,137
773,135
774,135
775,133
776,133
777,135
778,135
779,133
780,126
781,124
782,126
783,149
784,199
785,213
786,213
787,139
788,96 
789,92 
790,92 
791,92 
792,102
793,74 
794,34 
795,36 
796,36 
797,40 
798,40 
799,42 
800,32 
801,135
802,147
803,143
804,145
805,141
806,141
807,141
808,149
809,143
810,143
811,135
812,120
813,84 
814,76 
815,78 
816,80 
817,82 
818,74 
819,80 
820,80 
821,80 
822,96 
823,98 
824,100
825,106
826,100
827,104
828,106
829,108
830,108
831,110
832,108
833,110
834,110
835,112
836,108
837,108
838,108
839,108
840,106
841,112
842,112
843,112
844,104
845,104
846,102
847,102
848,100
849,100
850,100
851,102
852,104
853,104
854,106
855,110
856,106
857,106
858,102
859,104
860,102
861,96 
862,98 
863,98 
864,98 
865,98 
866,106
867,120
868,126
869,131
870,135
871,135
872,137
873,135
874,135
875,135
876,133
877,133
878,131
879,129
880,124
881,124
882,124
883,143
884,183
885,213
886,213
887,207
888,96 
889,92 
890,92 
891,88 
892,56 
893,34 
894,34 
895,36 
896,40 
897,40 
898,40 
899,36 
900,32 
901,135
902,143
903,143
904,143
905,141
906,129
907,129
908,129
909,126
910,135
911,120
912,118
913,84 
914,78 
915,78 
916,80 
917,86 
918,88 
919,80 
920,80 
921,80 
922,96 
923,100
924,100
925,106
926,100
927,104
928,106
929,106
930,110
931,110
932,110
933,110
934,108
935,112
936,108
937,108
938,108
939,108
940,118
941,118
942,120
943,129
944,135
945,151
946,159
947,153
948,141
949,102
950,102
951,102
952,104
953,104
954,104
955,110
956,110
957,106
958,106
959,104
960,104
961,92 
962,98 
963,98 
964,98 
965,98 
966,106
967,116
968,120
969,126
970,129
971,139
972,143
973,139
974,135
975,135
976,131
977,131
978,129
979,124
980,124
981,122
982,120
983,126
984,143
985,205
986,213
987,209
988,116
989,90 
990,88 
991,76 
992,40 
993,32 
994,32 
995,36 
996,40 
997,40 
998,36 
999,34 
1000,32 
1001,139
1002,143
1003,143
1004,141
1005,133
1006,120
1007,122
1008,122
1009,126
1010,139
1011,120
1012,116
1013,84 
1014,78 
1015,78 
1016,80 
1017,82 
1018,82 
1019,78 
1020,78 
1021,88 
1022,98 
1023,108
1024,108
1025,108
1026,106
1027,106
1028,106
1029,106
1030,110
1031,110
1032,108
1033,110
1034,120
1035,120
1036,108
1037,104
1038,108
1039,108
1040,116
