0  ,0  
0  ,0  
1  ,0  
1  ,0  
2  ,0  
2  ,0  
3  ,0  
3  ,0  
4  ,0  
4  ,0  
5  ,0  
5  ,0  
6  ,0  
6  ,0  
7  ,0  
7  ,0  
8  ,0  
8  ,0  
9  ,0  
9  ,0  
10 ,0  
10 ,0  
11 ,0  
11 ,0  
12 ,0  
12 ,0  
13 ,0  
13 ,0  
14 ,0  
14 ,0  
15 ,0  
15 ,0  
16 ,0  
16 ,0  
17 ,0  
17 ,0  
18 ,0  
18 ,0  
19 ,0  
19 ,0  
20 ,0  
20 ,0  
21 ,0  
21 ,0  
22 ,0  
22 ,0  
23 ,0  
23 ,0  
24 ,0  
24 ,0  
25 ,0  
25 ,0  
26 ,0  
26 ,0  
27 ,0  
27 ,0  
28 ,0  
28 ,0  
29 ,0  
29 ,0  
30 ,0  
30 ,0  
31 ,0  
31 ,0  
32 ,0  
32 ,0  
33 ,0  
33 ,0  
34 ,0  
34 ,0  
35 ,0  
35 ,0  
36 ,0  
36 ,0  
37 ,0  
37 ,0  
38 ,0  
38 ,0  
39 ,0  
39 ,0  
40 ,0  
40 ,0  
41 ,0  
41 ,0  
42 ,0  
42 ,0  
43 ,0  
43 ,0  
44 ,0  
44 ,0  
45 ,0  
45 ,0  
46 ,0  
46 ,0  
47 ,0  
47 ,0  
48 ,0  
48 ,0  
49 ,0  
49 ,0  
50 ,0  
50 ,0  
51 ,0  
51 ,0  
52 ,0  
52 ,0  
53 ,0  
53 ,0  
54 ,0  
54 ,0  
55 ,0  
55 ,0  
56 ,0  
56 ,0  
57 ,0  
57 ,0  
58 ,0  
58 ,0  
59 ,0  
59 ,0  
60 ,0  
60 ,0  
61 ,0  
61 ,0  
62 ,0  
62 ,0  
63 ,137
63 ,137
64 ,135
64 ,135
65 ,217
65 ,217
66 ,131
66 ,131
67 ,143
67 ,143
68 ,159
68 ,159
69 ,163
69 ,163
70 ,86 
70 ,86 
71 ,92 
71 ,92 
72 ,78 
72 ,78 
73 ,8  
73 ,8  
74 ,84 
74 ,84 
75 ,104
75 ,104
76 ,100
76 ,100
77 ,153
77 ,153
78 ,84 
78 ,84 
79 ,118
79 ,118
80 ,118
80 ,118
81 ,112
81 ,112
82 ,114
82 ,114
83 ,112
83 ,112
84 ,129
84 ,129
85 ,112
85 ,112
86 ,112
86 ,112
87 ,104
87 ,104
88 ,106
88 ,106
89 ,110
89 ,110
90 ,100
90 ,100
91 ,96 
91 ,96 
92 ,108
92 ,108
93 ,106
93 ,106
94 ,110
94 ,110
95 ,112
95 ,112
96 ,106
96 ,106
97 ,114
97 ,114
98 ,104
98 ,104
99 ,94 
99 ,94 
100,90 
100,90 
101,126
